cell_id,dataset_protocol,method,beta,alpha_dir,seed,rounds,role,expected
HET__CICIoT2023_R1__a0.1__CB-Score__seed9001,CICIoT2023_R1,CB-Score,0.4,0.1,9001,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__CB-Score__seed2027,CICIoT2023_R1,CB-Score,0.4,0.1,2027,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed42,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,42,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed123,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,123,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed777,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,777,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed2026,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,2026,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed3407,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,3407,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed11,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,11,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed314,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,314,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed2718,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,2718,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed9001,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,9001,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oort-Style-Adapted__seed2027,CICIoT2023_R1,Oort-Style-Adapted,0.4,0.1,2027,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oracle-Score-Exact__seed42,CICIoT2023_R1,Oracle-Score-Exact,0.4,0.1,42,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oracle-Score-Exact__seed123,CICIoT2023_R1,Oracle-Score-Exact,0.4,0.1,123,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oracle-Score-Exact__seed777,CICIoT2023_R1,Oracle-Score-Exact,0.4,0.1,777,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oracle-Score-Exact__seed2026,CICIoT2023_R1,Oracle-Score-Exact,0.4,0.1,2026,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oracle-Score-Exact__seed3407,CICIoT2023_R1,Oracle-Score-Exact,0.4,0.1,3407,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oracle-Score-Exact__seed11,CICIoT2023_R1,Oracle-Score-Exact,0.4,0.1,11,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oracle-Score-Exact__seed314,CICIoT2023_R1,Oracle-Score-Exact,0.4,0.1,314,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oracle-Score-Exact__seed2718,CICIoT2023_R1,Oracle-Score-Exact,0.4,0.1,2718,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oracle-Score-Exact__seed9001,CICIoT2023_R1,Oracle-Score-Exact,0.4,0.1,9001,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a0.1__Oracle-Score-Exact__seed2027,CICIoT2023_R1,Oracle-Score-Exact,0.4,0.1,2027,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Full-Contextual__seed42,CICIoT2023_R1,Full-Contextual,NA,1.0,42,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Full-Contextual__seed123,CICIoT2023_R1,Full-Contextual,NA,1.0,123,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Full-Contextual__seed777,CICIoT2023_R1,Full-Contextual,NA,1.0,777,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Full-Contextual__seed2026,CICIoT2023_R1,Full-Contextual,NA,1.0,2026,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Full-Contextual__seed3407,CICIoT2023_R1,Full-Contextual,NA,1.0,3407,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Full-Contextual__seed11,CICIoT2023_R1,Full-Contextual,NA,1.0,11,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Full-Contextual__seed314,CICIoT2023_R1,Full-Contextual,NA,1.0,314,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Full-Contextual__seed2718,CICIoT2023_R1,Full-Contextual,NA,1.0,2718,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Full-Contextual__seed9001,CICIoT2023_R1,Full-Contextual,NA,1.0,9001,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Full-Contextual__seed2027,CICIoT2023_R1,Full-Contextual,NA,1.0,2027,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Random-Budget__seed42,CICIoT2023_R1,Random-Budget,0.4,1.0,42,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Random-Budget__seed123,CICIoT2023_R1,Random-Budget,0.4,1.0,123,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Random-Budget__seed777,CICIoT2023_R1,Random-Budget,0.4,1.0,777,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Random-Budget__seed2026,CICIoT2023_R1,Random-Budget,0.4,1.0,2026,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Random-Budget__seed3407,CICIoT2023_R1,Random-Budget,0.4,1.0,3407,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Random-Budget__seed11,CICIoT2023_R1,Random-Budget,0.4,1.0,11,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Random-Budget__seed314,CICIoT2023_R1,Random-Budget,0.4,1.0,314,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Random-Budget__seed2718,CICIoT2023_R1,Random-Budget,0.4,1.0,2718,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Random-Budget__seed9001,CICIoT2023_R1,Random-Budget,0.4,1.0,9001,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Random-Budget__seed2027,CICIoT2023_R1,Random-Budget,0.4,1.0,2027,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Utility-Only__seed42,CICIoT2023_R1,Utility-Only,0.4,1.0,42,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Utility-Only__seed123,CICIoT2023_R1,Utility-Only,0.4,1.0,123,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Utility-Only__seed777,CICIoT2023_R1,Utility-Only,0.4,1.0,777,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Utility-Only__seed2026,CICIoT2023_R1,Utility-Only,0.4,1.0,2026,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Utility-Only__seed3407,CICIoT2023_R1,Utility-Only,0.4,1.0,3407,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Utility-Only__seed11,CICIoT2023_R1,Utility-Only,0.4,1.0,11,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Utility-Only__seed314,CICIoT2023_R1,Utility-Only,0.4,1.0,314,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Utility-Only__seed2718,CICIoT2023_R1,Utility-Only,0.4,1.0,2718,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Utility-Only__seed9001,CICIoT2023_R1,Utility-Only,0.4,1.0,9001,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Utility-Only__seed2027,CICIoT2023_R1,Utility-Only,0.4,1.0,2027,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__CB-Score__seed42,CICIoT2023_R1,CB-Score,0.4,1.0,42,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__CB-Score__seed123,CICIoT2023_R1,CB-Score,0.4,1.0,123,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__CB-Score__seed777,CICIoT2023_R1,CB-Score,0.4,1.0,777,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__CB-Score__seed2026,CICIoT2023_R1,CB-Score,0.4,1.0,2026,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__CB-Score__seed3407,CICIoT2023_R1,CB-Score,0.4,1.0,3407,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__CB-Score__seed11,CICIoT2023_R1,CB-Score,0.4,1.0,11,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__CB-Score__seed314,CICIoT2023_R1,CB-Score,0.4,1.0,314,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__CB-Score__seed2718,CICIoT2023_R1,CB-Score,0.4,1.0,2718,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__CB-Score__seed9001,CICIoT2023_R1,CB-Score,0.4,1.0,9001,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__CB-Score__seed2027,CICIoT2023_R1,CB-Score,0.4,1.0,2027,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oort-Style-Adapted__seed42,CICIoT2023_R1,Oort-Style-Adapted,0.4,1.0,42,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oort-Style-Adapted__seed123,CICIoT2023_R1,Oort-Style-Adapted,0.4,1.0,123,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oort-Style-Adapted__seed777,CICIoT2023_R1,Oort-Style-Adapted,0.4,1.0,777,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oort-Style-Adapted__seed2026,CICIoT2023_R1,Oort-Style-Adapted,0.4,1.0,2026,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oort-Style-Adapted__seed3407,CICIoT2023_R1,Oort-Style-Adapted,0.4,1.0,3407,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oort-Style-Adapted__seed11,CICIoT2023_R1,Oort-Style-Adapted,0.4,1.0,11,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oort-Style-Adapted__seed314,CICIoT2023_R1,Oort-Style-Adapted,0.4,1.0,314,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oort-Style-Adapted__seed2718,CICIoT2023_R1,Oort-Style-Adapted,0.4,1.0,2718,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oort-Style-Adapted__seed9001,CICIoT2023_R1,Oort-Style-Adapted,0.4,1.0,9001,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oort-Style-Adapted__seed2027,CICIoT2023_R1,Oort-Style-Adapted,0.4,1.0,2027,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oracle-Score-Exact__seed42,CICIoT2023_R1,Oracle-Score-Exact,0.4,1.0,42,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oracle-Score-Exact__seed123,CICIoT2023_R1,Oracle-Score-Exact,0.4,1.0,123,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oracle-Score-Exact__seed777,CICIoT2023_R1,Oracle-Score-Exact,0.4,1.0,777,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oracle-Score-Exact__seed2026,CICIoT2023_R1,Oracle-Score-Exact,0.4,1.0,2026,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oracle-Score-Exact__seed3407,CICIoT2023_R1,Oracle-Score-Exact,0.4,1.0,3407,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oracle-Score-Exact__seed11,CICIoT2023_R1,Oracle-Score-Exact,0.4,1.0,11,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oracle-Score-Exact__seed314,CICIoT2023_R1,Oracle-Score-Exact,0.4,1.0,314,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oracle-Score-Exact__seed2718,CICIoT2023_R1,Oracle-Score-Exact,0.4,1.0,2718,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oracle-Score-Exact__seed9001,CICIoT2023_R1,Oracle-Score-Exact,0.4,1.0,9001,30,dirichlet_sensitivity,1
HET__CICIoT2023_R1__a1.0__Oracle-Score-Exact__seed2027,CICIoT2023_R1,Oracle-Score-Exact,0.4,1.0,2027,30,dirichlet_sensitivity,1
