cell_id,dataset_protocol,metadata_view,attacker,target,privacy_split_seed,group_folds,group_definition,role,expected
PRIV__CICIDS2017_COVERAGE_R1__Noisy-Quantized__MLP__attack_ratio_above_seed_median__seed3407,CICIDS2017_COVERAGE_R1,Noisy-Quantized,MLP,attack_ratio_above_seed_median,3407,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Noisy-Quantized__MLP__attack_ratio_above_seed_median__seed11,CICIDS2017_COVERAGE_R1,Noisy-Quantized,MLP,attack_ratio_above_seed_median,11,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Noisy-Quantized__MLP__attack_ratio_above_seed_median__seed314,CICIDS2017_COVERAGE_R1,Noisy-Quantized,MLP,attack_ratio_above_seed_median,314,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Noisy-Quantized__MLP__attack_ratio_above_seed_median__seed2718,CICIDS2017_COVERAGE_R1,Noisy-Quantized,MLP,attack_ratio_above_seed_median,2718,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Noisy-Quantized__MLP__attack_ratio_above_seed_median__seed9001,CICIDS2017_COVERAGE_R1,Noisy-Quantized,MLP,attack_ratio_above_seed_median,9001,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Noisy-Quantized__MLP__attack_ratio_above_seed_median__seed2027,CICIDS2017_COVERAGE_R1,Noisy-Quantized,MLP,attack_ratio_above_seed_median,2027,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__client_size_above_seed_median__seed42,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,client_size_above_seed_median,42,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__client_size_above_seed_median__seed123,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,client_size_above_seed_median,123,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__client_size_above_seed_median__seed777,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,client_size_above_seed_median,777,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__client_size_above_seed_median__seed2026,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,client_size_above_seed_median,2026,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__client_size_above_seed_median__seed3407,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,client_size_above_seed_median,3407,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__client_size_above_seed_median__seed11,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,client_size_above_seed_median,11,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__client_size_above_seed_median__seed314,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,client_size_above_seed_median,314,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__client_size_above_seed_median__seed2718,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,client_size_above_seed_median,2718,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__client_size_above_seed_median__seed9001,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,client_size_above_seed_median,9001,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__client_size_above_seed_median__seed2027,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,client_size_above_seed_median,2027,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__attack_ratio_above_seed_median__seed42,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,42,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__attack_ratio_above_seed_median__seed123,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,123,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__attack_ratio_above_seed_median__seed777,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,777,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__attack_ratio_above_seed_median__seed2026,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,2026,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__attack_ratio_above_seed_median__seed3407,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,3407,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__attack_ratio_above_seed_median__seed11,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,11,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__attack_ratio_above_seed_median__seed314,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,314,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__attack_ratio_above_seed_median__seed2718,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,2718,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__attack_ratio_above_seed_median__seed9001,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,9001,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__LogisticRegression__attack_ratio_above_seed_median__seed2027,CICIDS2017_COVERAGE_R1,No-Size,LogisticRegression,attack_ratio_above_seed_median,2027,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__client_size_above_seed_median__seed42,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,client_size_above_seed_median,42,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__client_size_above_seed_median__seed123,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,client_size_above_seed_median,123,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__client_size_above_seed_median__seed777,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,client_size_above_seed_median,777,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__client_size_above_seed_median__seed2026,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,client_size_above_seed_median,2026,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__client_size_above_seed_median__seed3407,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,client_size_above_seed_median,3407,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__client_size_above_seed_median__seed11,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,client_size_above_seed_median,11,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__client_size_above_seed_median__seed314,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,client_size_above_seed_median,314,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__client_size_above_seed_median__seed2718,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,client_size_above_seed_median,2718,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__client_size_above_seed_median__seed9001,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,client_size_above_seed_median,9001,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__client_size_above_seed_median__seed2027,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,client_size_above_seed_median,2027,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__attack_ratio_above_seed_median__seed42,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,attack_ratio_above_seed_median,42,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__attack_ratio_above_seed_median__seed123,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,attack_ratio_above_seed_median,123,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__attack_ratio_above_seed_median__seed777,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,attack_ratio_above_seed_median,777,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__attack_ratio_above_seed_median__seed2026,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,attack_ratio_above_seed_median,2026,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__attack_ratio_above_seed_median__seed3407,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,attack_ratio_above_seed_median,3407,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__attack_ratio_above_seed_median__seed11,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,attack_ratio_above_seed_median,11,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__attack_ratio_above_seed_median__seed314,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,attack_ratio_above_seed_median,314,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__attack_ratio_above_seed_median__seed2718,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,attack_ratio_above_seed_median,2718,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__attack_ratio_above_seed_median__seed9001,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,attack_ratio_above_seed_median,9001,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__RandomForest__attack_ratio_above_seed_median__seed2027,CICIDS2017_COVERAGE_R1,No-Size,RandomForest,attack_ratio_above_seed_median,2027,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__client_size_above_seed_median__seed42,CICIDS2017_COVERAGE_R1,No-Size,MLP,client_size_above_seed_median,42,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__client_size_above_seed_median__seed123,CICIDS2017_COVERAGE_R1,No-Size,MLP,client_size_above_seed_median,123,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__client_size_above_seed_median__seed777,CICIDS2017_COVERAGE_R1,No-Size,MLP,client_size_above_seed_median,777,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__client_size_above_seed_median__seed2026,CICIDS2017_COVERAGE_R1,No-Size,MLP,client_size_above_seed_median,2026,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__client_size_above_seed_median__seed3407,CICIDS2017_COVERAGE_R1,No-Size,MLP,client_size_above_seed_median,3407,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__client_size_above_seed_median__seed11,CICIDS2017_COVERAGE_R1,No-Size,MLP,client_size_above_seed_median,11,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__client_size_above_seed_median__seed314,CICIDS2017_COVERAGE_R1,No-Size,MLP,client_size_above_seed_median,314,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__client_size_above_seed_median__seed2718,CICIDS2017_COVERAGE_R1,No-Size,MLP,client_size_above_seed_median,2718,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__client_size_above_seed_median__seed9001,CICIDS2017_COVERAGE_R1,No-Size,MLP,client_size_above_seed_median,9001,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__client_size_above_seed_median__seed2027,CICIDS2017_COVERAGE_R1,No-Size,MLP,client_size_above_seed_median,2027,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__attack_ratio_above_seed_median__seed42,CICIDS2017_COVERAGE_R1,No-Size,MLP,attack_ratio_above_seed_median,42,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__attack_ratio_above_seed_median__seed123,CICIDS2017_COVERAGE_R1,No-Size,MLP,attack_ratio_above_seed_median,123,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__attack_ratio_above_seed_median__seed777,CICIDS2017_COVERAGE_R1,No-Size,MLP,attack_ratio_above_seed_median,777,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__attack_ratio_above_seed_median__seed2026,CICIDS2017_COVERAGE_R1,No-Size,MLP,attack_ratio_above_seed_median,2026,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__attack_ratio_above_seed_median__seed3407,CICIDS2017_COVERAGE_R1,No-Size,MLP,attack_ratio_above_seed_median,3407,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__attack_ratio_above_seed_median__seed11,CICIDS2017_COVERAGE_R1,No-Size,MLP,attack_ratio_above_seed_median,11,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__attack_ratio_above_seed_median__seed314,CICIDS2017_COVERAGE_R1,No-Size,MLP,attack_ratio_above_seed_median,314,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__attack_ratio_above_seed_median__seed2718,CICIDS2017_COVERAGE_R1,No-Size,MLP,attack_ratio_above_seed_median,2718,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__attack_ratio_above_seed_median__seed9001,CICIDS2017_COVERAGE_R1,No-Size,MLP,attack_ratio_above_seed_median,9001,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__No-Size__MLP__attack_ratio_above_seed_median__seed2027,CICIDS2017_COVERAGE_R1,No-Size,MLP,attack_ratio_above_seed_median,2027,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__client_size_above_seed_median__seed42,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,42,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__client_size_above_seed_median__seed123,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,123,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__client_size_above_seed_median__seed777,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,777,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__client_size_above_seed_median__seed2026,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,2026,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__client_size_above_seed_median__seed3407,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,3407,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__client_size_above_seed_median__seed11,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,11,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__client_size_above_seed_median__seed314,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,314,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__client_size_above_seed_median__seed2718,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,2718,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__client_size_above_seed_median__seed9001,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,9001,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__client_size_above_seed_median__seed2027,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,client_size_above_seed_median,2027,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__attack_ratio_above_seed_median__seed42,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,42,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__attack_ratio_above_seed_median__seed123,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,123,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__attack_ratio_above_seed_median__seed777,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,777,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__attack_ratio_above_seed_median__seed2026,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,2026,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__attack_ratio_above_seed_median__seed3407,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,3407,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__attack_ratio_above_seed_median__seed11,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,11,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__attack_ratio_above_seed_median__seed314,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,314,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__attack_ratio_above_seed_median__seed2718,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,2718,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__attack_ratio_above_seed_median__seed9001,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,9001,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__LogisticRegression__attack_ratio_above_seed_median__seed2027,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,LogisticRegression,attack_ratio_above_seed_median,2027,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__client_size_above_seed_median__seed42,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,42,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__client_size_above_seed_median__seed123,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,123,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__client_size_above_seed_median__seed777,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,777,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__client_size_above_seed_median__seed2026,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,2026,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__client_size_above_seed_median__seed3407,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,3407,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__client_size_above_seed_median__seed11,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,11,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__client_size_above_seed_median__seed314,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,314,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__client_size_above_seed_median__seed2718,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,2718,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__client_size_above_seed_median__seed9001,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,9001,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__client_size_above_seed_median__seed2027,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,client_size_above_seed_median,2027,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__attack_ratio_above_seed_median__seed42,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,42,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__attack_ratio_above_seed_median__seed123,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,123,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__attack_ratio_above_seed_median__seed777,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,777,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__attack_ratio_above_seed_median__seed2026,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,2026,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__attack_ratio_above_seed_median__seed3407,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,3407,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__attack_ratio_above_seed_median__seed11,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,11,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__attack_ratio_above_seed_median__seed314,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,314,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__attack_ratio_above_seed_median__seed2718,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,2718,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__attack_ratio_above_seed_median__seed9001,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,9001,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__RandomForest__attack_ratio_above_seed_median__seed2027,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,RandomForest,attack_ratio_above_seed_median,2027,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__MLP__client_size_above_seed_median__seed42,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,MLP,client_size_above_seed_median,42,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__MLP__client_size_above_seed_median__seed123,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,MLP,client_size_above_seed_median,123,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__MLP__client_size_above_seed_median__seed777,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,MLP,client_size_above_seed_median,777,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__MLP__client_size_above_seed_median__seed2026,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,MLP,client_size_above_seed_median,2026,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__MLP__client_size_above_seed_median__seed3407,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,MLP,client_size_above_seed_median,3407,5,client_id,group_disjoint_empirical_leakage,1
PRIV__CICIDS2017_COVERAGE_R1__Minimal-Bucketed__MLP__client_size_above_seed_median__seed11,CICIDS2017_COVERAGE_R1,Minimal-Bucketed,MLP,client_size_above_seed_median,11,5,client_id,group_disjoint_empirical_leakage,1
